,0,1,2,3,4,5,6,7,8,9,braid_knot_env,braid_knot_env_0_1,braid_knot_env_0_1_limexp,braid_knot_env_0_1_limexp_u,braid_knot_env_0_1_limexp_k2
1922,-2,-2,1,-1,1,1,1,1,2,2,2,4,2,2,2
1923,-2,-2,1,-1,1,1,2,-2,-2,2,2,2,2,2,2
1924,-2,-2,1,-1,1,1,2,-2,2,2,1,1,1,1,1
1925,-2,-2,1,-1,1,1,2,2,-2,2,1,1,1,1,1
1926,-2,-2,1,-1,1,1,2,2,1,1,2,2,2,2,2
1927,-2,-2,1,-1,1,2,-2,-2,-2,1,3,3,3,3,3
1928,-2,-2,1,-1,1,2,-2,-1,1,-1,1,1,1,1,1
1929,-2,-2,1,-1,1,2,-2,2,-2,-1,1,1,1,1,1
1930,-2,-2,1,-1,1,2,-2,2,2,-1,2,2,2,2,2
1931,-2,-2,1,-1,1,2,-1,2,-1,-2,5,3,5,3,3
1932,-2,-2,1,-1,1,2,-1,2,1,-2,4,4,4,4,4
1933,-2,-2,1,-1,1,2,1,-2,1,-2,2,2,2,70,2
1934,-2,-2,1,-1,1,2,1,1,2,-1,3,1,1,3,3
1935,-2,-2,1,-1,1,2,2,-2,2,-1,2,2,2,2,2
1936,-2,-2,1,-1,1,2,2,1,1,-1,3,3,3,3,3
1937,-2,-2,1,-1,1,2,2,1,2,2,2,2,2,2,2
1938,-2,-2,1,-1,2,-2,-2,-2,2,2,1,1,1,1,1
1939,-2,-2,1,-1,2,-2,-2,-1,1,-2,2,2,2,2,2
1940,-2,-2,1,-1,2,-2,-2,2,-2,2,1,1,1,1,1
1941,-2,-2,1,-1,2,-2,-2,2,2,-2,1,1,1,1,1
1942,-2,-2,1,-1,2,-2,-1,-1,2,-2,2,2,2,2,2
1943,-2,-2,1,-1,2,-2,-1,1,1,-1,1,1,1,3,1
1944,-2,-2,1,-1,2,-2,-1,2,-2,-1,2,2,2,2,2
1945,-2,-2,1,-1,2,-2,1,-1,-1,1,1,1,1,1,1
1946,-2,-2,1,-1,2,-2,1,-1,1,-1,1,1,1,1,1
1947,-2,-2,1,-1,2,-2,1,-1,1,1,2,2,2,2,2
1948,-2,-2,1,-1,2,-2,1,-1,2,-2,1,1,1,1,1
1949,-2,-2,1,-1,2,-2,1,1,2,-2,2,2,2,2,2
1950,-2,-2,1,-1,2,-2,1,2,2,1,3,3,3,3,3
1951,-2,-2,1,-1,2,-2,2,-1,1,-2,1,1,1,1,1
1952,-2,-2,1,-1,2,-2,2,1,1,2,1,1,1,1,1
1953,-2,-2,1,-1,2,-2,2,2,-1,-1,1,1,1,1,1
1954,-2,-2,1,-1,2,-1,-2,-2,-1,2,2,2,2,2,2
1955,-2,-2,1,-1,2,-1,-2,-1,2,1,1,1,1,1,1
1956,-2,-2,1,-1,2,-1,-2,2,1,-2,1,1,1,1,1
1957,-2,-2,1,-1,2,-1,-1,-2,-1,-1,3,3,3,3,3
1958,-2,-2,1,-1,2,-1,-1,-2,1,-1,2,2,2,2,2
1959,-2,-2,1,-1,2,-1,-1,-2,2,2,1,1,1,1,1
1960,-2,-2,1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2
1961,-2,-2,1,-1,2,-1,-1,-1,1,-2,2,2,2,2,2
1962,-2,-2,1,-1,2,-1,-1,2,1,-1,1,1,1,1,1
1963,-2,-2,1,-1,2,-1,1,-2,-1,-1,2,2,2,2,2
1964,-2,-2,1,-1,2,-1,1,-1,-1,-2,2,4,2,2,2
1965,-2,-2,1,-1,2,-1,1,1,1,2,1,1,1,1,1
1966,-2,-2,1,-1,2,-1,2,-2,-1,2,1,3,1,1,1
1967,-2,-2,1,-1,2,-1,2,-1,-2,-1,2,4,2,2,2
1968,-2,-2,1,-1,2,-1,2,2,-1,-2,3,3,3,3,3
1969,-2,-2,1,-1,2,1,-2,-2,1,2,2,2,2,2,2
1970,-2,-2,1,-1,2,1,-2,-1,-2,-1,2,2,2,2,2
1971,-2,-2,1,-1,2,1,-1,-2,-2,2,1,1,1,1,1
1972,-2,-2,1,-1,2,1,-1,-2,-1,1,1,1,1,1,1
1973,-2,-2,1,-1,2,1,-1,-2,1,1,2,2,2,2,2
1974,-2,-2,1,-1,2,1,1,-2,1,1,3,3,3,3,3
1975,-2,-2,1,-1,2,1,1,-2,2,2,1,1,1,1,1
1976,-2,-2,1,-1,2,1,1,-1,1,-2,2,4,2,2,2
1977,-2,-2,1,-1,2,1,1,2,-2,2,1,1,1,1,1
1978,-2,-2,1,-1,2,1,1,2,1,-1,1,3,1,1,1
1979,-2,-2,1,-1,2,1,2,2,1,-2,3,3,3,13,3
1980,-2,-2,1,-1,2,2,-2,-2,-2,2,1,1,1,1,1
1981,-2,-2,1,-1,2,2,-2,-2,-1,-1,2,2,2,2,2
1982,-2,-2,1,-1,2,2,-2,-1,-1,2,1,1,1,1,1
1983,-2,-2,1,-1,2,2,-2,-1,1,-2,1,1,1,1,1
1984,-2,-2,1,-1,2,2,-2,1,1,-2,2,2,2,2,2
1985,-2,-2,1,-1,2,2,-2,2,-2,-2,1,1,1,1,1
1986,-2,-2,1,-1,2,2,-2,2,-1,-1,1,1,1,1,1
1987,-2,-2,1,-1,2,2,1,-2,-2,1,2,2,2,2,2
1988,-2,-2,1,-1,2,2,1,-1,2,2,1,1,1,1,1
1989,-2,-2,1,-1,2,2,1,1,2,-2,1,3,1,1,1
1990,-2,-2,1,-1,2,2,2,2,-2,2,1,1,1,1,1
1991,-2,-2,1,1,-2,-2,-2,-2,-2,-2,5,5,5,5,5
1992,-2,-2,1,1,-2,-2,-2,-1,-1,2,4,4,4,4,4
1993,-2,-2,1,1,-2,-2,-2,1,1,-2,5,5,5,5,5
1994,-2,-2,1,1,-2,-2,-2,2,-2,-2,4,4,4,4,6
1995,-2,-2,1,1,-2,-2,-2,2,-2,2,3,3,3,3,3
1996,-2,-2,1,1,-2,-2,-2,2,-1,1,3,3,3,3,3
1997,-2,-2,1,1,-2,-2,-2,2,2,2,2,2,4,2,2
1998,-2,-2,1,1,-2,-2,-1,-1,-2,-2,3,3,3,3,3
1999,-2,-2,1,1,-2,-2,-1,-1,-1,-1,3,3,3,3,3
2000,-2,-2,1,1,-2,-2,-1,-1,2,2,1,1,1,1,3
2001,-2,-2,1,1,-2,-2,-1,1,1,1,4,4,4,4,4
2002,-2,-2,1,1,-2,-2,-1,2,2,1,4,4,4,4,4
2003,-2,-2,1,1,-2,-2,1,-2,-2,1,5,5,5,5,5
2004,-2,-2,1,1,-2,-2,1,-1,1,1,4,4,6,4,4
2005,-2,-2,1,1,-2,-2,1,1,-1,1,4,4,4,4,4
2006,-2,-2,1,1,-2,-2,1,2,-2,1,6,4,4,4,4
2007,-2,-2,1,1,-2,-2,2,-2,-2,-2,4,4,4,4,4
2008,-2,-2,1,1,-2,-2,2,-2,-2,2,3,3,3,3,3
2009,-2,-2,1,1,-2,-2,2,-1,-1,-2,4,4,4,4,4
2010,-2,-2,1,1,-2,-2,2,1,1,-2,4,4,4,4,4
2011,-2,-2,1,1,-2,-2,2,2,-1,-1,1,1,1,1,1
2012,-2,-2,1,1,-2,-2,2,2,2,2,1,1,1,1,1
2013,-2,-2,1,1,-2,-1,-2,-2,-1,2,4,4,4,4,2
2014,-2,-2,1,1,-2,-1,-1,-2,-1,1,4,4,4,4,4
2015,-2,-2,1,1,-2,-1,1,-2,-2,2,3,3,3,3,3
2016,-2,-2,1,1,-2,-1,1,-2,-1,-1,2,4,2,2,2
2017,-2,-2,1,1,-2,-1,1,-2,1,-1,3,3,3,3,3
2018,-2,-2,1,1,-2,-1,1,1,-1,-2,3,3,3,3,3
2019,-2,-2,1,1,-2,-1,1,1,1,-2,4,4,4,4,4
2020,-2,-2,1,1,-2,-1,1,2,-2,-2,3,3,3,3,3
2021,-2,-2,1,1,-2,-1,1,2,1,-1,2,2,2,2,2
2022,-2,-2,1,1,-2,-1,2,-1,-2,-1,4,4,4,4,4
2023,-2,-2,1,1,-2,-1,2,1,-2,1,4,4,4,4,4
2024,-2,-2,1,1,-2,-1,2,1,2,1,3,3,3,3,3
2025,-2,-2,1,1,-2,-1,2,2,1,2,3,3,3,3,3
2026,-2,-2,1,1,-2,1,-2,1,2,-1,2,4,2,4,2
2027,-2,-2,1,1,-2,1,-2,2,-1,-2,3,3,3,3,3
2028,-2,-2,1,1,-2,1,-1,-1,1,2,2,2,2,2,2
2029,-2,-2,1,1,-2,1,-1,1,1,2,3,3,3,3,3
2030,-2,-2,1,1,-2,1,1,2,-1,1,3,3,3,3,3
2031,-2,-2,1,1,-2,1,2,-2,-1,-2,3,3,3,3,3
2032,-2,-2,1,1,-2,2,-2,-2,-2,-2,4,4,4,4,4
2033,-2,-2,1,1,-2,2,-2,-2,-2,2,3,3,3,3,3
2034,-2,-2,1,1,-2,2,-2,-2,-1,1,3,3,3,3,3
2035,-2,-2,1,1,-2,2,-2,-1,-1,2,3,3,3,3,3
2036,-2,-2,1,1,-2,2,-2,-1,1,2,2,2,2,2,2
2037,-2,-2,1,1,-2,2,-2,1,-1,2,2,2,2,2,2
2038,-2,-2,1,1,-2,2,-1,-2,-2,1,3,3,3,3,3
2039,-2,-2,1,1,-2,2,-1,2,-2,1,2,2,2,2,2
2040,-2,-2,1,1,-2,2,-1,2,2,-1,2,4,2,2,2
2041,-2,-2,1,1,-2,2,1,-1,1,1,3,3,3,3,3
2042,-2,-2,1,1,-2,2,1,1,-1,1,3,7,3,3,3
2043,-2,-2,1,1,-2,2,1,1,1,1,4,4,4,4,4
2044,-2,-2,1,1,-2,2,1,1,2,-2,3,3,3,3,3
2045,-2,-2,1,1,-2,2,1,2,-2,-1,2,2,2,2,2
2046,-2,-2,1,1,-2,2,2,-2,1,-1,2,2,2,2,2
2047,-2,-2,1,1,-2,2,2,2,1,-1,1,1,1,1,1
2048,-2,-2,1,1,-2,2,2,2,1,1,2,4,2,2,2
2049,-2,-2,1,1,-1,-2,-2,2,-2,1,3,3,3,3,3
2050,-2,-2,1,1,-1,-2,-2,2,2,1,2,2,2,2,2
2051,-2,-2,1,1,-1,-2,-1,-2,1,2,1,3,1,1,1
2052,-2,-2,1,1,-1,-2,-1,-1,-2,1,4,4,8,4,4
2053,-2,-2,1,1,-1,-2,-1,2,1,-2,3,3,3,3,3
2054,-2,-2,1,1,-1,-2,1,-2,-1,2,1,1,5,3,5
2055,-2,-2,1,1,-1,-2,2,-1,-1,1,1,1,1,1,1
2056,-2,-2,1,1,-1,-2,2,-1,1,-1,1,1,1,1,1
2057,-2,-2,1,1,-1,-1,-2,-1,-1,-2,3,5,3,3,3
2058,-2,-2,1,1,-1,-1,-2,-1,-1,2,2,2,2,2,2
2059,-2,-2,1,1,-1,-1,-2,2,-1,-1,2,2,2,2,2
2060,-2,-2,1,1,-1,-1,-2,2,2,-2,1,1,1,1,1
2061,-2,-2,1,1,-1,-1,-1,-1,2,-2,2,2,2,2,2
2062,-2,-2,1,1,-1,-1,-1,1,-2,-2,2,4,2,2,2
2063,-2,-2,1,1,-1,-1,1,-2,-2,1,3,3,3,3,3
2064,-2,-2,1,1,-1,-1,1,-1,-2,-2,2,2,2,2,2
2065,-2,-2,1,1,-1,-1,1,-1,1,1,2,2,2,2,2
2066,-2,-2,1,1,-1,-1,1,1,-2,-2,3,3,3,3,3
2067,-2,-2,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1
2068,-2,-2,1,1,-1,-1,1,2,2,1,3,3,3,3,3
2069,-2,-2,1,1,-1,1,-2,-2,1,1,4,4,4,4,4
2070,-2,-2,1,1,-1,1,-2,1,1,2,3,3,5,3,3
2071,-2,-2,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1
2072,-2,-2,1,1,-1,1,-1,-1,1,1,2,2,2,2,2
2073,-2,-2,1,1,-1,1,-1,1,1,-1,2,2,2,2,2
2074,-2,-2,1,1,-1,1,-1,1,1,1,3,3,3,3,3
2075,-2,-2,1,1,-1,1,1,-2,-2,1,4,4,4,4,4
2076,-2,-2,1,1,-1,1,1,-2,2,-1,2,2,2,2,2
2077,-2,-2,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1
2078,-2,-2,1,1,-1,1,1,-1,1,-1,2,2,2,2,2
2079,-2,-2,1,1,-1,1,1,-1,2,2,1,1,1,1,1
2080,-2,-2,1,1,-1,1,1,1,2,2,2,4,2,2,2
2081,-2,-2,1,1,-1,1,1,2,2,-1,3,3,3,3,3
2082,-2,-2,1,1,-1,1,2,-2,-2,2,2,2,2,2,2
2083,-2,-2,1,1,-1,1,2,-2,-1,-1,1,1,1,1,1
2084,-2,-2,1,1,-1,1,2,-2,1,-1,2,2,2,2,2
2085,-2,-2,1,1,-1,1,2,-1,1,2,1,1,1,1,1
2086,-2,-2,1,1,-1,1,2,1,1,2,2,2,2,2,2
2087,-2,-2,1,1,-1,1,2,2,-1,1,1,1,1,1,1
2088,-2,-2,1,1,-1,1,2,2,1,-1,1,1,1,1,1
2089,-2,-2,1,1,-1,2,-2,-1,-2,-2,2,4,2,4,2
2090,-2,-2,1,1,-1,2,-1,-2,-1,-2,2,2,2,2,2
2091,-2,-2,1,1,-1,2,-1,1,-2,1,2,2,2,2,4
2092,-2,-2,1,1,-1,2,1,2,-1,-2,2,2,2,2,2
2093,-2,-2,1,1,-1,2,1,2,1,2,2,2,2,2,2
2094,-2,-2,1,1,-1,2,2,-1,-2,2,2,2,2,4,2
2095,-2,-2,1,1,-1,2,2,-1,1,-1,2,2,2,2,2
2096,-2,-2,1,1,-1,2,2,1,-2,2,3,3,3,3,3
2097,-2,-2,1,1,-1,2,2,2,2,-1,3,3,3,5,3
2098,-2,-2,1,1,-1,2,2,2,2,1,4,4,4,4,4
2099,-2,-2,1,1,1,-2,-2,-2,-2,1,5,5,15,5,5
2100,-2,-2,1,1,1,-2,-1,-1,2,-1,3,3,3,3,3
2101,-2,-2,1,1,1,-2,-1,1,2,-1,2,2,2,2,2
2102,-2,-2,1,1,1,-2,1,2,1,2,2,2,2,2,4
2103,-2,-2,1,1,1,-2,2,-2,-2,1,4,4,4,4,4
2104,-2,-2,1,1,1,-2,2,-2,2,-1,2,2,2,2,2
2105,-2,-2,1,1,1,-2,2,-1,2,-2,2,2,2,2,2
2106,-2,-2,1,1,1,-2,2,1,-2,-2,4,4,10,4,4
2107,-2,-2,1,1,1,-2,2,1,-1,-1,2,2,2,2,2
2108,-2,-2,1,1,1,-2,2,2,2,-1,3,3,3,3,3
2109,-2,-2,1,1,1,-2,2,2,2,1,4,4,4,4,4
2110,-2,-2,1,1,1,-1,-2,-1,-1,-2,4,4,4,4,4
2111,-2,-2,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1
2112,-2,-2,1,1,1,-1,1,-1,2,-2,2,2,2,2,2
2113,-2,-2,1,1,1,-1,1,-1,2,2,1,1,1,1,1
2114,-2,-2,1,1,1,-1,1,1,-1,1,3,3,3,3,3
2115,-2,-2,1,1,1,-1,1,1,2,-2,3,3,5,3,3
2116,-2,-2,1,1,1,-1,2,-2,-2,2,2,2,2,2,2
2117,-2,-2,1,1,1,-1,2,-2,-1,-1,1,1,1,1,1
2118,-2,-2,1,1,1,-1,2,-2,1,1,3,3,3,3,3
2119,-2,-2,1,1,1,-1,2,-1,-1,2,2,2,2,2,2
2120,-2,-2,1,1,1,-1,2,2,1,1,2,2,4,2,2
2121,-2,-2,1,1,1,1,-2,-2,-2,2,4,4,4,4,4
2122,-2,-2,1,1,1,1,-2,-2,-1,1,4,4,4,4,4
2123,-2,-2,1,1,1,1,-2,-2,2,2,3,3,3,3,5
2124,-2,-2,1,1,1,1,-2,2,1,-1,3,3,3,3,3
2125,-2,-2,1,1,1,1,-1,-2,-2,-1,3,3,3,3,3
2126,-2,-2,1,1,1,1,-1,1,2,2,2,2,2,2,2
2127,-2,-2,1,1,1,1,1,-2,2,1,4,4,4,4,4
2128,-2,-2,1,1,1,1,1,-1,1,1,4,4,4,4,4
2129,-2,-2,1,1,1,1,1,1,-2,-2,5,5,5,5,5
2130,-2,-2,1,1,1,1,1,1,-2,2,4,4,4,4,4
2131,-2,-2,1,1,1,1,1,2,-2,1,4,4,4,4,4
2132,-2,-2,1,1,1,1,1,2,2,1,5,5,5,5,5
2133,-2,-2,1,1,1,1,2,-2,-2,-2,4,4,4,4,4
2134,-2,-2,1,1,1,1,2,-2,1,-1,3,3,3,3,3
2135,-2,-2,1,1,1,1,2,1,-1,-2,3,3,3,3,3
2136,-2,-2,1,1,1,1,2,2,-2,-2,3,3,3,3,3
2137,-2,-2,1,1,1,2,-2,-1,-1,-1,1,1,1,3,1
2138,-2,-2,1,1,1,2,-1,1,-2,-1,2,2,2,2,2
2139,-2,-2,1,1,1,2,-1,2,1,-2,5,7,7,5,5
2140,-2,-2,1,1,1,2,1,-2,1,2,2,2,2,2,4
2141,-2,-2,1,1,1,2,1,1,-2,1,4,4,2,2,2
2142,-2,-2,1,1,1,2,2,-2,-2,1,3,3,3,3,3
2143,-2,-2,1,1,1,2,2,-2,2,1,4,4,4,4,4
2144,-2,-2,1,1,1,2,2,-1,2,-2,3,3,3,3,3
2145,-2,-2,1,1,1,2,2,1,-1,1,4,4,4,4,4
2146,-2,-2,1,1,1,2,2,1,1,1,5,5,5,5,5
2147,-2,-2,1,1,2,-2,-2,-2,-1,1,3,3,3,3,3
2148,-2,-2,1,1,2,-2,-2,-2,2,-2,3,3,3,3,3
2149,-2,-2,1,1,2,-2,-2,2,1,1,3,3,3,3,3
2150,-2,-2,1,1,2,-2,-2,2,2,2,1,1,1,1,1
2151,-2,-2,1,1,2,-2,-1,-1,-1,1,1,1,1,1,1
2152,-2,-2,1,1,2,-2,-1,1,-1,1,2,2,2,2,2
2153,-2,-2,1,1,2,-2,-1,2,-2,-1,1,1,1,1,1
2154,-2,-2,1,1,2,-2,1,-1,2,2,1,1,1,1,1
2155,-2,-2,1,1,2,-2,1,1,-2,2,3,3,3,3,3
2156,-2,-2,1,1,2,-2,1,1,-1,1,3,3,3,3,3
2157,-2,-2,1,1,2,-2,2,-1,-1,-2,3,3,3,3,3
2158,-2,-2,1,1,2,-2,2,2,-1,1,1,1,1,1,1
2159,-2,-2,1,1,2,-1,-2,-2,-1,2,3,3,3,3,5
2160,-2,-2,1,1,2,-1,-2,-1,2,1,2,4,2,2,2
2161,-2,-2,1,1,2,-1,-1,2,2,2,3,3,3,3,3
2162,-2,-2,1,1,2,-1,1,-2,-2,2,2,2,2,2,2
2163,-2,-2,1,1,2,-1,1,-2,2,-2,2,2,2,2,2
2164,-2,-2,1,1,2,-1,1,2,1,1,2,4,4,2,2
2165,-2,-2,1,1,2,-1,2,-2,-1,-2,3,5,3,3,3
2166,-2,-2,1,1,2,-1,2,-2,1,2,1,1,1,1,1
2167,-2,-2,1,1,2,-1,2,1,-2,-1,4,4,2,2,2
2168,-2,-2,1,1,2,1,-1,-2,-2,2,2,2,2,2,2
2169,-2,-2,1,1,2,1,-1,-1,-1,-2,3,5,3,3,3
2170,-2,-2,1,1,2,1,-1,-1,1,2,1,1,1,1,1
2171,-2,-2,1,1,2,1,1,-2,-2,-2,4,6,4,4,4
2172,-2,-2,1,1,2,1,1,-2,-2,2,3,5,3,3,3
2173,-2,-2,1,1,2,1,1,-2,2,-2,3,3,3,3,3
2174,-2,-2,1,1,2,1,1,-1,1,2,2,2,2,2,2
2175,-2,-2,1,1,2,1,1,2,1,1,3,3,3,3,3
2176,-2,-2,1,1,2,1,2,-2,1,2,2,2,2,2,2
2177,-2,-2,1,1,2,2,-2,-2,-1,-1,1,1,1,1,1
2178,-2,-2,1,1,2,2,-2,-2,2,2,1,1,1,1,1
2179,-2,-2,1,1,2,2,-2,-1,1,2,1,1,1,1,1
2180,-2,-2,1,1,2,2,-2,1,-1,-2,2,2,2,2,2
2181,-2,-2,1,1,2,2,-2,2,-2,-2,2,2,2,2,2
2182,-2,-2,1,1,2,2,-1,-1,-2,-2,3,5,3,3,3
2183,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,3,1
2184,-2,-2,1,1,2,2,-1,1,1,1,2,2,2,2,2
2185,-2,-2,1,1,2,2,-1,1,2,2,2,4,2,2,2
2186,-2,-2,1,1,2,2,-1,2,2,-1,3,3,3,3,3
2187,-2,-2,1,1,2,2,1,-2,2,1,2,2,2,2,2
2188,-2,-2,1,1,2,2,1,-1,-2,2,1,1,1,1,1
2189,-2,-2,1,1,2,2,1,1,-2,-2,3,5,3,3,3
2190,-2,-2,1,1,2,2,1,1,-1,1,2,2,2,2,2
2191,-2,-2,1,1,2,2,2,-2,-2,-2,2,4,2,2,2
2192,-2,-2,1,1,2,2,2,-2,-1,-1,2,2,4,2,2
2193,-2,-2,1,1,2,2,2,-2,1,1,2,4,2,2,2
2194,-2,-2,1,1,2,2,2,2,-1,-1,3,3,3,3,3
2195,-2,-2,1,1,2,2,2,2,-1,1,2,2,2,2,2
2196,-2,-2,1,1,2,2,2,2,2,-2,2,2,2,2,2
2197,-2,-2,1,2,-2,-2,-2,1,2,2,2,2,2,2,2
2198,-2,-2,1,2,-2,-2,-2,2,2,1,2,2,2,2,2
2199,-2,-2,1,2,-2,-2,-1,-1,-2,-1,3,3,3,3,3
2200,-2,-2,1,2,-2,-2,-1,-1,2,-1,2,2,2,2,2
2201,-2,-2,1,2,-2,-2,-1,-1,2,1,3,3,3,3,3
2202,-2,-2,1,2,-2,-2,1,-1,2,1,2,4,2,2,2
2203,-2,-2,1,2,-2,-2,1,2,1,-2,2,4,2,2,4
2204,-2,-2,1,2,-2,-2,2,-1,1,1,2,2,2,2,2
2205,-2,-2,1,2,-2,-2,2,2,-2,1,2,2,2,2,2
2206,-2,-2,1,2,-2,-1,-2,-1,1,-2,2,2,2,2,2
2207,-2,-2,1,2,-2,-1,-2,2,1,-1,1,1,1,1,1
2208,-2,-2,1,2,-2,-1,-1,-2,-2,-1,3,5,3,3,3
2209,-2,-2,1,2,-2,-1,-1,-1,1,1,1,1,1,1,1
2210,-2,-2,1,2,-2,-1,-1,1,-1,1,1,1,1,1,1
2211,-2,-2,1,2,-2,-1,-1,1,1,-1,1,1,1,1,1
2212,-2,-2,1,2,-2,-1,-1,2,-2,1,1,1,1,1,1
2213,-2,-2,1,2,-2,-1,-1,2,2,-1,3,5,3,3,3
2214,-2,-2,1,2,-2,-1,1,-2,2,1,2,4,2,2,2
2215,-2,-2,1,2,-2,-1,1,-1,-2,-2,2,2,2,2,2
2216,-2,-2,1,2,-2,-1,1,-1,-1,-1,2,2,2,2,2
2217,-2,-2,1,2,-2,-1,2,-1,-1,2,1,1,1,1,1
2218,-2,-2,1,2,-2,-1,2,-1,1,-2,1,1,1,1,1
2219,-2,-2,1,2,-2,-1,2,1,1,2,1,3,1,1,1
2220,-2,-2,1,2,-2,-1,2,2,-1,-1,1,1,1,1,3
2221,-2,-2,1,2,-2,-1,2,2,1,1,1,3,1,1,1
2222,-2,-2,1,2,-2,-1,2,2,2,2,1,1,1,1,1
2223,-2,-2,1,2,-2,1,-2,-1,1,-2,3,3,3,3,3
2224,-2,-2,1,2,-2,1,-2,1,1,2,3,3,3,3,3
2225,-2,-2,1,2,-2,1,-1,1,-1,1,2,2,4,2,2
2226,-2,-2,1,2,-2,1,-1,1,1,1,3,3,3,3,3
2227,-2,-2,1,2,-2,1,-1,2,-2,-1,1,1,1,1,1
2228,-2,-2,1,2,-2,1,1,1,-2,-2,4,4,4,4,4
2229,-2,-2,1,2,-2,1,1,1,-1,1,3,3,3,3,3
2230,-2,-2,1,2,-2,1,1,1,1,1,4,4,4,4,4
2231,-2,-2,1,2,-2,1,1,2,-2,1,3,5,3,3,3
2232,-2,-2,1,2,-2,1,2,-2,1,-1,2,4,2,2,2
2233,-2,-2,1,2,-2,1,2,-2,1,1,3,3,3,3,3
2234,-2,-2,1,2,-2,1,2,2,-2,-2,2,2,2,2,2
2235,-2,-2,1,2,-2,2,-2,-2,-2,-1,2,2,2,2,2
2236,-2,-2,1,2,-2,2,-2,1,-2,-2,3,3,3,3,3
2237,-2,-2,1,2,-2,2,-2,2,2,-1,2,2,2,2,2
2238,-2,-2,1,2,-2,2,1,-2,1,-2,2,2,2,2,2
2239,-2,-2,1,2,-2,2,1,1,2,1,4,4,2,2,4
2240,-2,-2,1,2,-2,2,2,-2,-2,-1,1,1,1,1,1
2241,-2,-2,1,2,-2,2,2,-1,1,-1,2,2,2,2,2
2242,-2,-2,1,2,-2,2,2,-1,1,1,3,3,3,3,3
2243,-2,-2,1,2,-2,2,2,-1,2,-2,2,2,2,2,2
2244,-2,-2,1,2,-2,2,2,2,-2,-1,2,2,2,2,2
2245,-2,-2,1,2,-1,-2,-1,-2,-2,2,2,2,2,2,2
2246,-2,-2,1,2,-1,-2,-1,-1,1,2,1,1,1,1,1
2247,-2,-2,1,2,-1,-2,-1,1,-1,-2,2,4,2,2,2
2248,-2,-2,1,2,-1,-2,-1,2,-2,-2,2,10,2,2,2
2249,-2,-2,1,2,-1,-2,1,-2,-2,-2,4,8,4,4,4
2250,-2,-2,1,2,-1,-2,1,-2,-1,1,3,3,3,3,3
2251,-2,-2,1,2,-1,-2,1,-2,2,2,2,2,2,2,2
2252,-2,-2,1,2,-1,-2,1,-1,1,-2,3,5,3,3,3
2253,-2,-2,1,2,-1,-2,1,-1,1,2,2,2,2,2,2
2254,-2,-2,1,2,-1,-2,1,1,1,-2,4,6,4,4,4
2255,-2,-2,1,2,-1,-2,1,1,1,2,3,3,3,3,3
2256,-2,-2,1,2,-1,-2,2,1,-2,1,2,6,2,2,2
2257,-2,-2,1,2,-1,-2,2,2,-1,2,2,4,2,2,2
2258,-2,-2,1,2,-1,-1,-2,-1,-2,-2,3,3,3,3,3
2259,-2,-2,1,2,-1,-1,-2,1,1,-1,3,3,3,3,3
2260,-2,-2,1,2,-1,-1,-2,1,2,2,2,4,2,2,2
2261,-2,-2,1,2,-1,-1,-1,-2,1,-2,4,6,4,4,4
2262,-2,-2,1,2,-1,-1,-1,-1,2,-1,4,4,4,4,4
2263,-2,-2,1,2,-1,-1,-1,2,-1,2,5,19,3,3,3
2264,-2,-2,1,2,-1,-1,-1,2,1,-2,5,5,5,5,5
2265,-2,-2,1,2,-1,-1,1,-2,-1,2,1,1,1,1,1
2266,-2,-2,1,2,-1,-1,1,-2,1,2,2,2,2,2,2
2267,-2,-2,1,2,-1,-1,1,-1,2,1,4,4,4,4,4
2268,-2,-2,1,2,-1,-1,1,1,2,1,3,5,3,3,3
2269,-2,-2,1,2,-1,-1,2,-1,2,2,2,4,2,2,2
2270,-2,-2,1,2,-1,-1,2,1,1,1,5,5,5,5,5
2271,-2,-2,1,2,-1,-1,2,2,-2,-1,3,3,3,3,3
2272,-2,-2,1,2,-1,1,-2,-2,2,-1,1,1,1,1,1
2273,-2,-2,1,2,-1,1,-2,1,-2,2,2,2,2,2,4
2274,-2,-2,1,2,-1,1,-2,1,-1,-1,1,1,1,1,1
2275,-2,-2,1,2,-1,1,-2,1,1,1,3,3,3,3,3
2276,-2,-2,1,2,-1,1,-2,1,2,2,1,1,1,3,1
2277,-2,-2,1,2,-1,1,-1,-2,-1,-2,2,4,2,2,2
2278,-2,-2,1,2,-1,1,-1,-2,1,-2,3,3,3,3,3
2279,-2,-2,1,2,-1,1,-1,1,2,-1,2,2,2,2,4
2280,-2,-2,1,2,-1,1,-1,2,1,2,3,7,3,3,3
2281,-2,-2,1,2,-1,1,1,2,-1,-2,2,2,2,2,2
2282,-2,-2,1,2,-1,1,2,-1,1,-1,2,2,2,2,2
2283,-2,-2,1,2,-1,1,2,-1,1,1,3,3,3,3,3
2284,-2,-2,1,2,-1,1,2,1,-1,1,3,3,3,3,3
2285,-2,-2,1,2,-1,2,-2,1,-2,1,2,2,2,2,2
